商品名,平均,標準偏差,最小,最大,中央値,変動係数_CV,需要パターン,安全在庫,発注点,推奨発注量_週間
ジョージア　ブラック,17.26086956521739,15.426917054971543,1.0,68.0,11.0,0.89,変動大,25.0,42.0,121.0
スイートサンダーいちご,1.1,0.31622776601683794,1.0,2.0,1.0,0.29,安定,1.0,2.0,8.0
スイートポテトスティック,3.8461538461538463,1.7722938923964167,1.0,7.0,4.0,0.46,通常,3.0,7.0,27.0
スイートポテトロール,3.3636363636363638,1.8586407545691703,1.0,7.0,3.0,0.55,通常,3.0,6.0,24.0
スイートポテト＆ホイップ,7.428571428571429,1.9023794624226835,4.0,10.0,7.0,0.26,安定,3.0,10.0,52.0
スウェディッシュキャンデ,2.56,1.6603212540549692,1.0,8.0,2.0,0.65,通常,3.0,6.0,18.0
スタイルフィットグレー,1.9090909090909092,1.191601200030203,1.0,5.0,1.5,0.62,通常,2.0,4.0,13.0
スタイルフィットＯＬ,1.7142857142857142,0.9873144969898836,1.0,5.0,1.0,0.58,通常,2.0,4.0,12.0
スターバックス　ブラック,31.2,20.00999750124922,1.0,59.0,33.0,0.64,通常,33.0,64.0,218.0
スターバックスカフェラテ,37.22222222222222,24.656529448493853,1.0,62.0,50.0,0.66,通常,41.0,78.0,261.0
スッパイスッパイマン大作,1.8333333333333333,1.1934162828797101,1.0,5.0,1.5,0.65,通常,2.0,4.0,13.0
スッパイマンちいかわ一番,3.238095238095238,1.6402671094904604,1.0,6.0,4.0,0.51,通常,3.0,6.0,23.0
スティックのりＰＩＴ,1.1,0.31622776601683794,1.0,2.0,1.0,0.29,安定,1.0,2.0,8.0
スティックモンブラン,1.6,0.8944271909999159,1.0,3.0,1.0,0.56,通常,1.0,3.0,11.0
ストロングサワーＣオニオ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ストローレスリッド,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
スニッカーズハーフＳアー,1.3333333333333333,0.7071067811865476,1.0,3.0,1.0,0.53,通常,1.0,2.0,9.0
スニッカーズピーナッツ,2.32,1.2961481396815722,0.0,6.0,2.0,0.56,通常,2.0,4.0,16.0
スヌーピークッキーサンド,5.0,2.390457218668787,1.0,8.0,6.0,0.48,通常,4.0,9.0,35.0
スパイシーチキン野菜サラ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
スパッシュラムネレモン,1.3636363636363635,0.7267314002700916,0.0,3.0,1.0,0.53,通常,1.0,2.0,10.0
スフレ・プリン,1.2307692307692308,1.3634420996046583,0.0,4.0,1.0,1.11,変動大,2.0,3.0,9.0
スプバレ豊潤ラガー３５０,2.5714285714285716,1.8126539343499315,1.0,6.0,3.0,0.7,変動大,3.0,6.0,18.0
スポニチ東日本,1.4,0.8116794499134278,1.0,4.0,1.0,0.58,通常,1.0,2.0,10.0
スポニチ（山梨静０５以外,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
スポーツニッポン,1.1764705882352942,0.3929526239966878,1.0,2.0,1.0,0.33,通常,1.0,2.0,8.0
スポーツ報知,1.173913043478261,0.3875533878815898,1.0,2.0,1.0,0.33,通常,1.0,2.0,8.0
スポーツ報知東日本,1.3478260869565217,0.5663682078470712,1.0,3.0,1.0,0.42,通常,1.0,2.0,9.0
スポーツ報知（関東東北北,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
スマートカラーグレー,1.2121212121212122,0.4846116845975598,0.0,2.0,1.0,0.4,通常,1.0,2.0,8.0
スーパーグリップシャープ,1.3333333333333333,0.7844645405527361,0.0,4.0,1.0,0.59,通常,1.0,2.0,9.0
スーパードライ３５０,24.706521739130434,11.703796738598266,2.0,87.0,24.0,0.47,通常,19.0,44.0,173.0
スーパー大麦　梅ひじき,3.933333333333333,2.1536237457121516,1.0,8.0,3.0,0.55,通常,4.0,8.0,28.0
スーパー大麦安曇野わさび,6.181818181818182,3.9196474795109273,1.0,14.0,6.0,0.63,通常,6.0,12.0,43.0
セブンスター,6.293478260869565,3.2124005726376423,1.0,18.0,6.0,0.51,通常,5.0,11.0,44.0
セブンスター・ＢＯＸ,4.344444444444444,2.1576157831424525,1.0,10.0,4.0,0.5,通常,4.0,8.0,30.0
セブンスター１０Ｐ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
セロテープ小巻直線カッタ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
センティアクリアシルバー,6.431818181818182,4.68501022348387,1.0,19.0,5.0,0.73,変動大,8.0,14.0,45.0
センティアＣグリーン,1.5862068965517242,0.8667361346416774,1.0,4.0,1.0,0.55,通常,1.0,3.0,11.0
センティアＣジェイド,2.3508771929824563,1.5293699457873802,1.0,8.0,2.0,0.65,通常,3.0,5.0,16.0
センティアＤブロンズ,2.6666666666666665,1.3849002555955854,0.0,8.0,2.0,0.52,通常,2.0,5.0,19.0
センティアＦエメラルド,1.6153846153846154,1.325296290046213,1.0,5.0,1.0,0.82,変動大,2.0,4.0,11.0
センティアＦグリーン,10.472527472527473,6.400244195585492,1.0,34.0,10.0,0.61,通常,11.0,21.0,73.0
センティアＦパープル,5.522222222222222,3.254134026844802,1.0,15.0,5.0,0.59,通常,5.0,11.0,39.0
センティアＩパープル,2.3733333333333335,1.312860847006873,1.0,6.0,2.0,0.55,通常,2.0,4.0,17.0
センティアＩブラック,9.142857142857142,5.188815811320491,1.0,26.0,9.0,0.57,通常,9.0,18.0,64.0
センティアＳゴールド,1.3125,0.6020797289396148,1.0,3.0,1.0,0.46,通常,1.0,2.0,9.0
センティアＳバイオレット,1.3125,0.7041543391425871,0.0,3.0,1.0,0.54,通常,1.0,2.0,9.0
センティアＴイエロー,1.2727272727272727,0.4670993664969137,1.0,2.0,1.0,0.37,通常,1.0,2.0,9.0
センテＣシルバー１０Ｐ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
センテＦグリーン１０Ｐ,1.3333333333333333,0.5773502691896258,1.0,2.0,1.0,0.43,通常,1.0,2.0,9.0
センテＩブラック１０Ｐ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ゼログラノーラチョコ,2.5652173913043477,1.4087374002282798,1.0,6.0,2.0,0.55,通常,2.0,5.0,18.0
ゼロシュガーフリーチョコ,2.263157894736842,1.627612609627224,0.0,7.0,2.0,0.72,変動大,3.0,5.0,16.0
ゼロチョコレートクリスプ,0.9,0.31622776601683794,0.0,1.0,1.0,0.35,通常,1.0,2.0,6.0
ゼロプロテインチョコ,4.622641509433962,2.314057501233075,1.0,10.0,4.0,0.5,通常,4.0,9.0,32.0
ソイチキン根菜ラップ,1.0,0.7071067811865475,0.0,2.0,1.0,0.71,変動大,1.0,2.0,7.0
ソフトタンポンコンパクト,1.125,0.34156502553198664,1.0,2.0,1.0,0.3,通常,1.0,2.0,8.0
ソフトワン使い切り１回分,1.4736842105263157,0.922301530844446,0.0,5.0,1.0,0.63,通常,2.0,3.0,10.0
ソフト携帯吸殻入れ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ソルティグレフルグミ,4.3,3.1394920379593656,1.0,13.0,4.0,0.73,変動大,5.0,9.0,30.0
ソルティライチ,15.466666666666667,13.23359701243923,1.0,75.0,11.0,0.86,変動大,22.0,37.0,108.0
ソルベットグミ白桃味,1.5,1.0,1.0,3.0,1.0,0.67,通常,2.0,4.0,10.0
タフグミグレーピーパンチ,3.9518072289156625,1.9686792307548848,1.0,12.0,4.0,0.5,通常,3.0,7.0,28.0
タフグミビッグバンピーチ,2.918918918918919,2.1651068536420297,1.0,9.0,2.0,0.74,変動大,4.0,7.0,20.0
タフグミ梅マニア,4.75,2.434865792722759,2.0,8.0,5.5,0.51,通常,4.0,9.0,33.0
タフグミＰＲＯローヤル,2.814814814814815,1.5200464830199472,1.0,6.0,3.0,0.54,通常,3.0,6.0,20.0
タフグミｍｉｎｉデュオ,7.146067415730337,4.336815342343423,0.0,21.0,7.0,0.61,通常,7.0,14.0,50.0
タリーズ　無糖ラテ,9.053571428571429,4.166619047346934,3.0,21.0,8.0,0.46,通常,7.0,16.0,63.0
タリーズブラック３９０,9.766666666666667,4.0741686973801965,5.0,18.0,8.0,0.42,通常,7.0,17.0,68.0
ターザン,0.5,0.7071067811865476,0.0,1.0,0.5,1.41,変動大,1.0,2.0,4.0
ダブルシュー,7.4324324324324325,6.429983448882769,1.0,24.0,5.0,0.87,変動大,11.0,18.0,52.0
ダブルフロマージュ　２個,1.3333333333333333,0.5773502691896258,1.0,2.0,1.0,0.43,通常,1.0,2.0,9.0
ダーク豆（ＵＣＣ）,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
ダースミルク,2.142857142857143,1.0690449676496976,1.0,3.0,3.0,0.5,通常,2.0,4.0,15.0
チキンカツサンド,5.857142857142857,2.911389784311005,3.0,12.0,5.0,0.5,通常,5.0,11.0,41.0
チキングリル弁当,1.0,,1.0,1.0,1.0,,不明,,,7.0
チキンチェダーたまご,5.0,,5.0,5.0,5.0,,不明,,,35.0
チキン南蛮サンド,11.678571428571429,4.464291005287869,5.0,20.0,11.0,0.38,通常,7.0,19.0,82.0
チップスターＳうすしお味,2.8214285714285716,1.7573303567594496,0.0,10.0,3.0,0.62,通常,3.0,6.0,20.0
チップスターＳコンソメ味,2.8255813953488373,1.8736052724163281,1.0,12.0,2.5,0.66,通常,3.0,6.0,20.0
チップスターＳバター味,1.6666666666666667,1.1547005383792517,1.0,3.0,1.0,0.69,通常,2.0,4.0,12.0
チップスターＳ梅しそ味,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
チャーシュー冷しまぜそば,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
チュッパサワーバイトグミ,5.761904761904762,3.6042303187332787,1.0,13.0,5.0,0.63,通常,6.0,12.0,40.0
チョコあーんぱん袋,1.8461538461538463,0.9557518184453214,1.0,4.0,2.0,0.52,通常,2.0,4.0,13.0
チョコクリームたい焼き,7.9,5.087652752135879,1.0,17.0,8.0,0.64,通常,8.0,16.0,55.0
チョコチャンクスコーン,1.411764705882353,0.5072996561958923,1.0,2.0,1.0,0.36,通常,1.0,2.0,10.0
チョコパイとろ甘キャラメ,1.5,0.5773502691896257,1.0,2.0,1.5,0.38,通常,1.0,2.0,10.0
チョコパイほろ苦ダークカ,1.2857142857142858,0.7559289460184545,1.0,3.0,1.0,0.59,通常,1.0,2.0,9.0
チョコラＢＢハイパー,1.679245283018868,1.0335447760323986,1.0,6.0,1.0,0.62,通常,2.0,4.0,12.0
チョコラＳＰ　グレフル＆,1.1666666666666667,0.3790490217894517,1.0,2.0,1.0,0.32,通常,1.0,2.0,8.0
チーズあじカカールアーモ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
チ－ズインカレ－ハンバ－,7.423076923076923,4.71739823990366,0.0,22.0,6.5,0.64,通常,8.0,15.0,52.0
ツナたまごサンド,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ツナとたまごサンド,7.5,7.23582357835947,1.0,28.0,5.5,0.96,変動大,12.0,20.0,52.0
ツメキリ　Ｓ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
テリアイエローメンソール,4.711111111111111,2.9537424155092675,1.0,22.0,4.0,0.63,通常,5.0,10.0,33.0
テリアサンパール,4.022988505747127,2.560782091172733,1.0,12.0,3.0,0.64,通常,4.0,8.0,28.0
テリアシャインパール,4.550561797752809,2.9077140191498136,1.0,14.0,4.0,0.64,通常,5.0,10.0,32.0
テリアスムースレギュラー,4.457831325301205,2.6973392708247856,1.0,13.0,4.0,0.61,通常,4.0,8.0,31.0
テリアスムースＲ１０Ｐ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
テリアトロピカルＭ,2.0384615384615383,1.0384900280992295,1.0,5.0,2.0,0.51,通常,2.0,4.0,14.0
テリアバランスドＲ,4.493975903614458,2.7424997230846895,1.0,12.0,4.0,0.61,通常,5.0,9.0,31.0
テリアパープルメンソール,3.9770114942528734,2.1779925229667123,1.0,13.0,3.0,0.55,通常,4.0,8.0,28.0
テリアフュージョンＭ,1.9807692307692308,1.2285873382312473,0.0,6.0,2.0,0.62,通常,2.0,4.0,14.0
テリアブラックイエローＭ,1.434782608695652,0.8434823356732999,1.0,4.0,1.0,0.59,通常,1.0,2.0,10.0
テリアブラックパープルＭ,6.696629213483146,3.4980660058680435,1.0,16.0,6.0,0.52,通常,6.0,13.0,47.0
テリアブラックメンソール,11.880434782608695,6.014346202909108,1.0,29.0,12.0,0.51,通常,10.0,22.0,83.0
テリアブラックＭ１０Ｐ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
テリアミント,9.206521739130435,4.848332767652798,3.0,25.0,8.5,0.53,通常,8.0,17.0,64.0
テリアミント１０Ｐ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
テリアメンソール,40.369565217391305,16.03136855763926,13.0,76.0,40.0,0.4,通常,26.0,66.0,283.0
テリアメンソール１０Ｐ,1.3125,0.704154339142587,1.0,3.0,1.0,0.54,通常,1.0,2.0,9.0
テリアリッチレギュラー,5.988888888888889,3.8438465181288564,1.0,17.0,5.0,0.64,通常,6.0,12.0,42.0
テリアリッチＲ１０Ｐ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
テリアリビエラパール,4.264367816091954,2.5629732466684465,1.0,11.0,4.0,0.6,通常,4.0,8.0,30.0
テリアルビーレギュラー,1.8108108108108107,1.287500546663052,0.0,6.0,1.0,0.71,変動大,2.0,4.0,13.0
テリアレギュラー,9.12087912087912,5.652600512321082,1.0,30.0,9.0,0.62,通常,9.0,18.0,64.0
テリアレギュラー１０Ｐ,1.0,,1.0,1.0,1.0,,不明,,,7.0
テリアＢトロピカルＭ,4.0,5.196152422706632,1.0,10.0,1.0,1.3,変動大,9.0,13.0,28.0
テリアＢフューシャＭ,2.725,2.7826154455743106,1.0,16.0,2.0,1.02,変動大,5.0,8.0,19.0
テリアＢルビーＭ,5.7272727272727275,3.9992162241523666,1.0,23.0,5.0,0.7,変動大,7.0,13.0,40.0
テリアＢルビーＭ１０Ｐ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
テリアＯパール,19.945652173913043,7.939834374825809,5.0,53.0,20.0,0.4,通常,13.0,33.0,140.0
テリアＯパール１０Ｐ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
テリヤキチキンたまごコぺ,2.8333333333333335,1.329160135825126,1.0,4.0,3.0,0.47,通常,2.0,5.0,20.0
テリヤキチキンとたまご,13.875,4.420371312421904,1.0,26.0,13.0,0.32,通常,7.0,21.0,97.0
テリヤキチキンとたまごＳ,14.241379310344827,6.81204381127276,4.0,32.0,14.0,0.48,通常,11.0,25.0,100.0
テリヤキチキンのサラダ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
デイリースポーツ,1.1071428571428572,0.314970394174356,1.0,2.0,1.0,0.28,安定,1.0,2.0,8.0
デイリースポーツ東日本,2.3333333333333335,3.265986323710904,1.0,9.0,1.0,1.4,変動大,5.0,7.0,16.0
デイリースポーツ（１都６,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
トッポ,3.0,1.7638342073763937,0.0,6.0,2.5,0.59,通常,3.0,6.0,21.0
トマトジュースプレミアム,1.8461538461538463,1.0681880176381127,1.0,4.0,1.0,0.58,通常,2.0,4.0,13.0
トマトジュース食塩無添加,2.6623376623376624,1.465483480579825,1.0,7.0,3.0,0.55,通常,2.0,5.0,19.0
トマトベーコンパスタサラ,1.0,,1.0,1.0,1.0,,不明,,,7.0
トルティーヤケバブチキン,2.0,,2.0,2.0,2.0,,不明,,,14.0
トルティーヤ豚生姜ハムチ,2.769230769230769,2.24179415327122,0.0,8.0,2.0,0.81,変動大,4.0,7.0,19.0
トロピカーナアップル,3.7865168539325844,2.134520970916167,1.0,10.0,3.0,0.56,通常,4.0,8.0,27.0
トロピカーナオレンジ,2.22972972972973,1.5219606793590281,0.0,7.0,2.0,0.68,通常,3.0,5.0,16.0
ドデカミンＢＩＧ,4.771428571428571,2.624384681784131,1.0,12.0,4.0,0.55,通常,4.0,9.0,33.0
ドラキュラへんしんグミ,1.125,0.3535533905932738,1.0,2.0,1.0,0.31,通常,1.0,2.0,8.0
ドリトス激辛ナチョチーズ,1.3,0.48304589153964794,1.0,2.0,1.0,0.37,通常,1.0,2.0,9.0
ナイキ　ラバーグローブＬ,1.5,0.7071067811865476,1.0,2.0,1.5,0.47,通常,1.0,2.0,10.0
ナイキ　ラバーグローブＭ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ナカミグミもも味,1.6,0.6992058987801009,1.0,3.0,1.5,0.44,通常,1.0,3.0,11.0
ナッツフルーツカッサータ,4.142857142857143,1.7728105208558367,2.0,7.0,4.0,0.43,通常,3.0,7.0,29.0
ニッカン東日本（日刊スポ,1.703125,1.0790896736645772,1.0,8.0,1.0,0.63,通常,2.0,4.0,12.0
ニベアディープモイスチャ,1.0,,1.0,1.0,1.0,,不明,,,7.0
ニンフィアゼリードリンク,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ネイビーやまがた県民手帳,1.0,,1.0,1.0,1.0,,不明,,,7.0
ネオアイスドＭハイパー,1.3333333333333333,0.6064784348631228,1.0,3.0,1.0,0.45,通常,1.0,2.0,9.0
ネオアークティックＭ,2.3333333333333335,1.5965649400644928,1.0,9.0,2.0,0.68,通常,3.0,5.0,16.0
ネオチルドＭハイパー用,1.0,,1.0,1.0,1.0,,不明,,,7.0
ネオＢトロピカルハイパー,0.5,0.7071067811865476,0.0,1.0,0.5,1.41,変動大,1.0,2.0,4.0
ネオＢベリーハイパー用,4.0675675675675675,2.5283655507829135,1.0,12.0,4.0,0.62,通常,4.0,8.0,28.0
ネオＢマスカッット,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ネオＢマスカット,1.4285714285714286,0.5345224838248488,1.0,2.0,1.0,0.37,通常,1.0,2.0,10.0
ネオＢレッドフルーツ,1.1111111111111112,0.6009252125773314,0.0,2.0,1.0,0.54,通常,1.0,2.0,8.0
ネオＢワイルドベリー,1.4722222222222223,0.9098229375970788,1.0,5.0,1.0,0.62,通常,1.0,2.0,10.0
ネオＣＬタバコハイパー用,1.4736842105263157,0.611775290321498,1.0,3.0,1.0,0.42,通常,1.0,2.0,10.0
ネクターピーチティー,1.5384615384615385,0.7762500258061847,1.0,3.0,1.0,0.5,通常,1.0,3.0,11.0
ネックバンドイヤホン　黒,1.2857142857142858,0.48795003647426655,1.0,2.0,1.0,0.38,通常,1.0,2.0,9.0
ネバネバと大根のサラダ,1.1666666666666667,0.3892494720807615,1.0,2.0,1.0,0.33,通常,1.0,2.0,8.0
ノンオイル青じそドレッシ,1.2,0.4140393356054125,1.0,2.0,1.0,0.35,通常,1.0,2.0,8.0
ノンシュガー塩果実キャン,1.2,0.4472135954999579,1.0,2.0,1.0,0.37,通常,1.0,2.0,8.0
ハイチュウグレープ,2.8378378378378377,1.6963056314417562,1.0,10.0,3.0,0.6,通常,3.0,6.0,20.0
ハイチュウ人気ミックス,1.0909090909090908,0.30151134457776363,1.0,2.0,1.0,0.28,安定,0.0,1.0,8.0
ハイチュウＰシャインマス,5.909090909090909,2.348435972120917,1.0,9.0,6.0,0.4,通常,4.0,10.0,41.0
ハイチュウＰメロン,3.0434782608695654,1.8968573042931407,1.0,8.0,2.5,0.62,通常,3.0,6.0,21.0
ハイチュウＰヨーグルト,3.5892857142857144,2.432931532977417,1.0,12.0,3.0,0.68,通常,4.0,8.0,25.0
ハイチュウＰ巨峰,4.102564102564102,2.9391656364850616,1.0,18.0,4.0,0.72,変動大,5.0,9.0,29.0
ハイマッキー　太字　黒,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ハイライト,2.2948717948717947,1.5213542698920635,1.0,11.0,2.0,0.66,通常,3.0,5.0,16.0
ハイライトメンソール,2.3855421686746987,1.332806733114094,1.0,6.0,2.0,0.56,通常,2.0,4.0,17.0
ハガキフリー,1.0,,1.0,1.0,1.0,,不明,,,7.0
ハッピーターンスパイス,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ハニーミルクティー,1.3333333333333333,0.5773502691896257,1.0,2.0,1.0,0.43,通常,1.0,2.0,9.0
ハミガキハブラシセット,0.875,0.3535533905932738,0.0,1.0,1.0,0.4,通常,1.0,2.0,6.0
ハムカツサンド,6.076923076923077,1.6563785025137652,4.0,9.0,6.0,0.27,安定,3.0,9.0,43.0
ハムチーズとツナサンド,8.0,3.04724700110022,4.0,15.0,7.0,0.38,通常,5.0,13.0,56.0
ハムレタスたまごサンド,7.631578947368421,3.8804987664850144,1.0,20.0,7.0,0.51,通常,6.0,14.0,53.0
ハラペーニョチキンチェダ,3.466666666666667,1.7265434778633235,1.0,7.0,3.0,0.5,通常,3.0,6.0,24.0
ハリボーハッピーグレープ,1.5,1.0,1.0,3.0,1.0,0.67,通常,2.0,4.0,10.0
ハリボーハッピーコーラ,2.8,2.858571071607031,1.0,9.0,1.0,1.02,変動大,5.0,8.0,20.0
ハリボープリマヴェーラ,2.0,1.0540925533894598,1.0,4.0,2.0,0.53,通常,2.0,4.0,14.0
ハンカチＳＴ,1.2592592592592593,0.5256931389634797,0.0,2.0,1.0,0.42,通常,1.0,2.0,9.0
バター醤油パスタ,2.1666666666666665,0.983192080250175,1.0,4.0,2.0,0.45,通常,2.0,4.0,15.0
バナナカスタードブリュレ,1.3333333333333333,0.5163977794943222,1.0,2.0,1.0,0.39,通常,1.0,2.0,9.0
バナナバウムクーヘン,3.1,1.449137674618944,1.0,5.0,3.0,0.47,通常,2.0,5.0,22.0
バヤリース果実のど飴,1.5,0.7071067811865476,1.0,2.0,1.5,0.47,通常,1.0,2.0,10.0
パイの実,1.25,0.4629100498862757,1.0,2.0,1.0,0.37,通常,1.0,2.0,9.0
パイの実レアチーズケーキ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
パウダー２５０％ハッピー,1.9253731343283582,1.3063183615380833,1.0,6.0,1.0,0.68,通常,2.0,4.0,13.0
パステルのプリンマドレー,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
パリジャン　ハム＆チーズ,2.096774193548387,1.0117588220413474,1.0,4.0,2.0,0.48,通常,2.0,4.0,15.0
パリジャンサンドチキンべ,2.0,,2.0,2.0,2.0,,不明,,,14.0
パリジャンサンドハムチズ,1.3333333333333333,0.7784989441615229,0.0,3.0,1.0,0.58,通常,1.0,2.0,9.0
パリジャン３種ミート,4.0,2.3184046238739264,1.0,10.0,4.0,0.58,通常,4.0,8.0,28.0
パリパリ麺サラダ,0.4,0.5477225575051662,0.0,1.0,0.0,1.37,変動大,1.0,1.0,3.0
パーラメント１００ＢＯＸ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
パーラメントＥＸＬ１００,1.8571428571428572,0.3779644730092272,1.0,2.0,2.0,0.2,安定,1.0,3.0,13.0
ヒヤロン,1.4,0.5477225575051661,1.0,2.0,1.0,0.39,通常,1.0,2.0,10.0
ビオレふくだけＣうるおい,1.1111111111111112,0.32025630761017426,1.0,2.0,1.0,0.29,安定,1.0,2.0,8.0
ビオレトラベルセット,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ビスコ,1.2307692307692308,0.8320502943378437,1.0,4.0,1.0,0.68,通常,1.0,2.0,9.0
ビスコ発酵バター,1.3076923076923077,0.6304251719561152,1.0,3.0,1.0,0.48,通常,1.0,2.0,9.0
ビタミン野菜,3.0,2.04494943258218,1.0,7.0,3.0,0.68,通常,3.0,6.0,21.0
ビッグ　コミック,2.0,1.6124515496597098,1.0,6.0,1.0,0.81,変動大,3.0,5.0,14.0
ビッグコミックオリジナル,1.5,0.985184366143778,0.0,4.0,1.0,0.66,通常,2.0,4.0,10.0
ビッグコミックスピリッツ,1.5714285714285714,0.9376144618769908,1.0,4.0,1.0,0.6,通常,2.0,4.0,11.0
ビッグコミックスペリオー,1.2,0.4216370213557839,1.0,2.0,1.0,0.35,通常,1.0,2.0,8.0
ビューティチャージハニー,1.0,,1.0,1.0,1.0,,不明,,,7.0
ビーフハンバーグのロコモ,0.5,0.7071067811865476,0.0,1.0,0.5,1.41,変動大,1.0,2.0,4.0
ピアニシモ・アリア・メン,1.8431372549019607,1.1022259118639492,1.0,6.0,2.0,0.6,通常,2.0,4.0,13.0
ピアニシモ・プレシアメン,2.142857142857143,1.0994504121565505,0.0,4.0,2.0,0.51,通常,2.0,4.0,15.0
ピザサンド　さつまいも,2.0,0.816496580927726,1.0,3.0,2.0,0.41,通常,1.0,3.0,14.0
ピュアポテト塩と岩塩,1.4736842105263157,0.772328445721233,1.0,4.0,1.0,0.52,通常,1.0,2.0,10.0
ピュアポテト濃いのり塩,1.5,0.6324555320336759,1.0,3.0,1.0,0.42,通常,1.0,2.0,10.0
ピュレグミなつももソーダ,5.3,2.3642067769572375,2.0,11.0,5.0,0.45,通常,4.0,9.0,37.0
ピュレグミグレープ味,4.813186813186813,2.3137852004025685,0.0,14.0,5.0,0.48,通常,4.0,9.0,34.0
ピュレグミラ・フランス,4.380952380952381,2.1789031753657726,1.0,8.0,5.0,0.5,通常,4.0,8.0,31.0
ピュレグミレモン味,2.927710843373494,1.7654069698025239,0.0,10.0,3.0,0.6,通常,3.0,6.0,20.0
ピュレグミＰふじりんご,3.1379310344827585,1.8463117274918368,1.0,8.0,3.0,0.59,通常,3.0,6.0,22.0
ピュレグミＰマスカット,3.4,2.1908902300206643,2.0,7.0,2.0,0.64,通常,4.0,7.0,24.0
ピュレグミＰ白桃,2.3076923076923075,0.8548504142651103,1.0,4.0,2.0,0.37,通常,1.0,3.0,16.0
ピュレフルーツりんご,1.6206896551724137,0.9029235493443456,1.0,4.0,1.0,0.56,通常,1.0,3.0,11.0
ピンクグレープフルーツア,1.3846153846153846,0.869718492622904,0.0,3.0,1.0,0.63,通常,1.0,2.0,10.0
ピース・ライト・ＢＯＸ,2.3157894736842106,1.2023369058162188,1.0,6.0,2.0,0.52,通常,2.0,4.0,16.0
ピース（２０本）,1.2142857142857142,0.41785544701867244,1.0,2.0,1.0,0.34,通常,1.0,2.0,8.0
ファミマ・ザ・ナポリタン,2.0,0.7559289460184544,1.0,3.0,2.0,0.38,通常,1.0,3.0,14.0
フェイシャルペーパー,4.089887640449438,2.6008759426489476,1.0,15.0,4.0,0.64,通常,4.0,8.0,29.0
フェイシャルＰアイス,1.5,0.9411239481143201,0.0,4.0,1.0,0.63,通常,2.0,4.0,10.0
フェットチーネマスカット,4.555555555555555,2.697735676039774,1.0,10.0,4.0,0.59,通常,4.0,9.0,32.0
フェットチーネＰピーチパ,1.7142857142857142,0.7559289460184545,1.0,3.0,2.0,0.44,通常,1.0,3.0,12.0
フエラムネサイダー第２弾,4.8,4.6097722286464435,0.0,20.0,4.0,0.96,変動大,8.0,13.0,34.0
フライドサイミン,0.0,,0.0,0.0,0.0,,不明,,,0.0
フライドチキン＆ハンバー,0.42857142857142855,0.7867957924694432,0.0,2.0,0.0,1.84,変動大,1.0,1.0,3.0
フリクションノックＢＫ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
フリクション３スリムＢＫ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
フリスクペパーミント,1.375,0.6546536707079771,0.0,3.0,1.0,0.48,通常,1.0,2.0,10.0
